site_category_lv1,overall_rating,review_title,review_text
Informática e Acessórios,4,Bom e Barato,Comprei a impressora e o kit de recarga. Ela é completa e se gasta muito pouco com tinta. Recomendo!
"Cama, Mesa e Banho",1,Costura muito fraca,"Em uma semana de uso um dos laços já descosturou, a costura é muito fraca, não compensa pelo valor, compre uma mais barata!"
Decoração,2,Esperando a troca.,"Esperando a troca, pois o protudo veio co. Defeito."
TV e Home Theater,5,Amei,"Chegou uma semana antes do prazo, ela é maior que eu imaginei, até agora perfeita!! :)"
Livros Importados,5,Ótimo produto,"Produto em perfeita qualidade, exatamente como anunciado."
Eletroportáteis,4,Batedeira Cadence,"A avaliação só não foi excelente, porque a bacia do produto é muito pequena."
Eletroportáteis,2,Péssima integração,"Integração Waze Spotify é bugada no app AppRadio da Pioneer demorada, tem q ficar dando permição no aparelho, sem falar que trava o Waze se trocar de tela resposta lenta ao toque no app Waze.. isso no IOS da Apple e no CarPlay falta o app de navegação mas o Spotify funciona muito bem e integração rápida e sem problemas, não testei com Android Auto"
Ferramentas e Jardim,1,Baixa qualidade.,Tecido e mangueira se soltaram da conexão com o esguicho logo na primeira utilização. Não recomendo.
Esporte e Lazer,4,Muito boa,"Tem que comprar as chaves para terminar de montar, no restante nota 10."
Móveis,1,"Veio toda lascada, vidro internamente sujo e com peça errada","A mesa é linda, mas somente beleza, encostou ela lasca, já veio lascada, vidro preto internamente sujo, manchas de mão e outras manchas que não saem, e para ajudar veio com peça errada, só desgosto, esperei tanto por ela..."
Livros,5,otimo livro,"otimo livro, entrega antes do prazo, gostei muito do atendimento"
Móveis,1,Atraso na entrega,"Comprei o jogo de quarto em 14/12 , data maxima para entrega 2/1 , quando foi dia 28/12 cobrei o site pois nem a nota havia sido emitida , me informaram que a mercadoria havia extraviado , que poderia cancelar o pedido ou aguarda o prazo de 15 dias a parto do dia 3/01.  Não tem condições de eu cancelar pois meu filho está para nascer e não posso aguardar mais um prazo longo de entrega dos outros sites , comprei na americanas justamente pelo menor prazo... Tirando que se eu cancelar vou pagar mais caro , pois agora os valores subiram !!  Portanto não recomendo , pelo jeito vou voltar da maternidade sem tem onde meu filho dormir"
Games,5,gostei do produto,"jogo não só com novos jogadores, mas sim diferentes habilidades e técnicas. se acontecer é normal estranhar no inicio para quem estava acostumado com 16 ou 17, mas depois acaba se adaptando,  acostumando e gostando. Não irá se arrepender, é muito bom"
TV e Home Theater,4,"TV LG 43""","Estou gostando muito. Estou usando apenas  há 7 dias mas, no momento está ótima. Recomendo"
Esporte e Lazer,1,Péssima qualidade,"Não corresponde as informações do anuncio, péssima qualidade, material ""barato"", longe de ser um abec 9."
Celulares e Smartphones,3,Um bom produto.,"Um bom produto! E bem simples, fácil manuseio e é de acordo com o da descrição!"
Informática e Acessórios,5,Excelente produto,cumpre exatamente sua função sem qualquer tipo de problema ou dificuldade. Utilizo no Xbox One.
Beleza e Perfumaria,3,Gosto muito desse Shampoo,É um shampoo muito bom para utilizar em cabelos loiros
Celulares e Smartphones,5,Recomendo,Produto muito bom. Chegou super rápido. Fácil de mexer. Cabe em qualquer lugar. Maravilhoso
Celulares e Smartphones,2,O preço é bom mas produto nao presta,Deve ser uns 5mah e nao dez como no anúncio. Estava totalmente carregado e nao carregou meu celular.
Beleza e Perfumaria,4,Praticidade.,"Muito bom, ressaltando que para quem tem cabelo enrolado, não tem o efeito Lisinho, daí tem que finalizar com a prancha."
TV e Home Theater,1,Entrega horrivel !!,A entrega das americanas é horrivel trabalham com uma empresa chamada direct que é horrivel tem 15 dias que a TV ta a menos de 3 horas de distancia da minha cidade e nada de vim me entregarem . vai chagar a copa e eu vo ta sem a TV  . AMERICANAS ENTREGA HORRÍVEL NÃO COMPREM !!
Eletrodomésticos,5,otimo,Produto excelente e atendimento bom e entrega rapida.
Celulares e Smartphones,3,Qualidade,"Tamanho bom, e atende espectativas. A câmara p selfie realmente é top."
Celulares e Smartphones,4,Smartphone Asus Zenfone,Produto chegou fora do prazo estabelecido e a empresa não deu nenhuma satisfação.
Celulares e Smartphones,5,muito bom,gostei muito do aparelho muito bom ja tinha um inferior do ele ja era bom
Games,4,Muito boa,Entrega rápida produto ótimo Meu filho adorou. Ótimo
Celulares e Smartphones,5,Gostei muito do produto,Recomendo!!! O produto chegou antes do prazo. Tudo perfeito
Casa e Construção,1,ela ficou MUITO ALTA na minha pia. TEM COMO TROCAR?,ELA FICOU MUITO ALTA NA MINHA PIA..E FICA ESPIRRANDO AGUA NO CHAO.. COMO FAÇO PRA TROCAR?? OBRIGADO
Informática e Acessórios,5,Produto de ótima qualidade,"As americanas é a minha loja preferida,indico para todos os meus amigos e familiares"
Móveis,1,Nunca mais compro na Américas,Já comprei outos produto mas desta última vez fiquei muito decepcionada com está venda não entram em contato para dar satisfação NUNCA MAIS COMPRAREI COM VOCÊ
Eletroportáteis,5,Americanas a melhor,Gosto muito de comprar nas Américanas uma ótima loja atende sempre o que eu quero recomendo a qualquer pessoa produto chega no prazo até antes às vezes produto vem certo
Utilidades Domésticas,4,Ótimo custo benefício,"Supriu minhas necessidades, pois eu não podia furar a parede para colocar um porta papel higiênico. Combina preço e beleza além de ser extremamente útil. Adorei o produto!"
Relógios,4,Muito Bom !!!,"Produto muito bonito e de ótima qualidade, e a entrega foi muito rápida !!!"
Informática,3,Bom,"Simples mais eficiente , e para quem não não tem capital suficiente para comprar um de primeira linha. Atende as expectativas, principalmente a case que vem junto acoplado ao Tablet.  Recomendo sim para os demais."
Celulares e Smartphones,4,Ótimo celular,"Ótimo produto Prazo de entrega excelente  Chegou 3 dias após compra, bem antes do prazo informado."
Celulares e Smartphones,4,Rápido em tudo!!!,"Aparelho leve ,bonito ,rápido nas funções ,adorando até o momento, super indico!!!!"
Eletroportáteis,5,Excelente,"Ótimo produto recomendo, chegou antes do prazo! Excelente produto"
Bebês,1,Linda porém não é funcional.,"O desing da cadeira é lindo,mas ela não é funcional.A parte do encosto da cabeça aonde tem aquela abertura para puxar para a cima o encosto, fica caindo o tecido toda hora e nao tem como prender!O reclinio é minimo e o cinto é curto. A cabeça do meu filho ficava pendurada enquanto ele dormia."
"Cama, Mesa e Banho",5,Adorei as cortinas! Lindas e fiel à foto do site! Muito bem confeccionadas!,Empresa séria e comprometida  Reluz Cortinas! Parabéns!
Móveis,4,Muito bom,"Gostei muito do produto e chegou dentro do prazo, a qualidade também é muito boa."
Eletroportáteis,5,Superou minhas expectativas muito bom o produto,O detalhe da tampa que veda tudo e surpreendente as lâminas de corte são bem afiadas
TV e Home Theater,5,Atendeu a minha expectativa.,"Ela é uma TV prática de manusear, funcional e o tamanho é ideal para o ambiente onde a coloquei."
Games,5,100% satisfeito,"Mais uma compra, onde a entrega superou todas as expectativas, ou seja, bem antes do previsto. Parabéns, pois não adianta ter apenas um preço EXCELENTE, mas para ser completo, a entrega tem que ser feita no prazo, quando acontece antes a compra é perfeita."
Brinquedos,1,Avaliação Produto danificado,"Bom dia!  Informo que o meu produto veio danificado, entretanto, mesmo tendo enviado o comunicado para devolução do produto no dia seguinte ao recebimento (ainda dentro do prazo de arrependimento), ainda não obtive o cupom de troca do produto, fato que está incentivando a minha reclamação contra lojas americanas e parceiros, junto ao Juizado Especial Cível, pois ao considerar o princípio da boa-fé que rege a relação de consumo, sinto lesada pela política de devolução das empresas prestadoras do serviço.  Atenciosamente,   Rosinete"
Móveis,5,Satisfeita,"Comprei esse rack com painel, adorei a cor dele, a entrega foi super rápida, recomendo!"
Suplementos e Vitaminas,5,Tooop,"otimo produto, comprei e gostei muito e recomendo a todos"
Eletrodomésticos,5,Recomendo.,"Excelente compra. Entregaram muito rápido.  Previsão de entrega para 22/02/2018.  Entrega feita em 06/02/2018 (ontem).    Liguei ontem à noite e ao que tudo indica, está gelando bem.  A geladeira é também muito bonita.  Recomendo."
TV e Home Theater,5,TV de ótima qualidade eu recomendo,Samsung está de parabéns TV de ótima qualidade  americanas está nota mil na entrega muito rápido eu recomendo
TV e Home Theater,5,Amei minha TV,"Otima qualidade, tela perfeita, tenho ideal  É leve, prática e bonita!"
Saúde,1,Enganação!,"Pedi uma cor e veio outra!, a cinta não tem nada de 7 barbatanas!!!!, uma mentora total!, não recomendo o produto a ninguém!"
Eletroportáteis,5,Amei o Produto!!!,"Estou muito satisfeita com a compra! Otimo custo e beneficio ! Super recomendo o produto e a Americanas, a entrega foi super rapida chegou antes do prazo!!!"
Eletrodomésticos,4,Muito bom,"Só não é perfeito porque é bem barulhento, mas no mais é lindo e muito bom."
Móveis,1,Pėssimo,"Chegou quebrado em várias partes.material fraco. Já  fiz reclamação para troca ou devolução,  mas não tive retorno até o momento. Decepcionada!!!"
Relógios,3,Produto de qualidade,Produto simples e funcional. Atendeu as expectativas.
Celulares e Smartphones,5,Adorei o  produto,"Entrega rápida, site super confiável e o produto é ótimo, muito bonito e a câmera é ótima."
Celulares e Smartphones,4,Bom custo benefício,Produto muito bom. Tem apresentado um problema mas estou acompanhando pra ver se persiste. Ele reinicia involuntariamente
TV e Home Theater,5,Excelente!,Ótimo produto gostei muito deste produto e recomendo para que quiser uma tv de qulidade.
Celulares e Smartphones,5,Ótimo celular,"O produto é muito bom. Tem uma tela de bom tamanho e de boa resolução. O desempenho é rápido e não deixa a desejar em nada, além de ser bem fácil de mexer. Além disso é muito bonito, Sony é Sony."
Beleza e Perfumaria,3,Produto bom,Atendeu minhas expectativas. Tem 2 Velocidades. Chegou antes do prazo.  Recomendo tranquilamente.
Utilidades Domésticas,4,Muito Ultil,"Produto excelente, exatamente igual como é descrito no site, Supriu com as minhas necessidades."
TV e Home Theater,5,Produto muito bom,Excelente qualidade. Atendeu as nossas expectativas
Informática,5,acer com processador i3 me surpreendeu positivamente,"Meu uso é o pacote de escritório (editor de texto, planilha e apresentação), IDE, navegação pela Web, e filmes. Estou plenamente satisfeito."
Livros,2,mais ou menos,O produto veio faltando os tázos que diz que acompanhava a criança ficou esperando e o que mais ela queria não veio.
Saúde,4,Gostei muito do produto.,"Produto versátil, leve, com 3 opções de unidade de pesagem e é bonito."
Beleza e Perfumaria,4,Gostei muito do produto!,Recomendo o produto! Chegou antes do prazo esperado e está atendendo as expectativas!
Câmeras e Filmadoras,1,NAO RECEBI O PRODUTO,"PESSIMO, NAO INDICO PARA NINGUEM, PASSOU O PRAZO, FIZ INUMERAS RECLAMAÇOES E ATÉ HOJE (25/03/2018) NAO RECEBI O TAO ESPERADO PRODUTO. VERGONHA DESSA EMPRESA ABSURDA. NAO COMPRO E NAO RECOMENDO PARA NINGUEM O SITE DE VOCES. IREMOS RESOLVER NA JUSTIÇA."
Celulares e Smartphones,5,Um dos melhores,Foi um dos melhores celulares celulares que já comprei. Até agora não travou. Designe  maravilhoso e fácil de mexer em suas configurações. Recomendo.
Eletroportáteis,4,Gostei do produto é pratico.,Porem a borda podia ser mais alta.   Para fazer frituras ela respinga muito.
Automotivo,4,Foi entregue um produto esperado,Fiquei satisfeito e continuarei a comprar outros produtos também
Eletrodomésticos,4,Muito bom o produto!!!,"O produto chegou antes da data prevista, muito bom o.produto."
Beleza e Perfumaria,5,MT bom,Excelente produto. MT bom mesmo pode comprar sem sustos.
Automotivo,1,Pecimo pois comprei  de 400rms veio de 200rms,Não gostei  pois eu comprei uma compra de r$ 280 e um de 400 rms e colocaram200rms
Celulares e Smartphones,4,muito bom,Bom produto Recomendo a tds e a entrega e melhor ainda
Games,5,Perfeito,"Produto chegou em perfeita ordem,antes mesmo do prazo."
TV e Home Theater,5,Top demais,"Processador rápido, não trava internet, aplicativo SmartView_Frame funcional"
Informática,4,EXCELENTE CUSTO BENEFÍCIO,"PC IDEAL PARA QUEM QUE MIGRAR DO CONSOLE PARA O PC, SEM GASTAR MUITO. RECOMENDO!!"
Casa e Construção,2,Regular,"Comprei 5 refletores um já chegou com defeito, os outros 4 são ótimos. As americanas sempre de parabéns em relação a entrega!"
Bebês,5,Recomendo,Toda mamãe deve ter esse produto para usar nos bebês! Prático e seguro.
Eletroportáteis,4,Gostei muito!,"Exelente! Já preparei vários alimentos e gostei muito do resultado, as batatas ficam crocantes e sequinhas, o frango a passarinho com o mesmo sabor se tivesse prepardo no óleo! Recomendo"
Móveis,3,Bom custo beneficio,"Produto bom pelo preço, é um pouco frágil. Mas atende bem a necessidade!"
Pet Shop,4,O produto realmente funciona no tempo determinado pelo fornecedor.,"O produto é muito bom só podia ser mais barato, pois a eficacia dele e realmente de 1 mes."
Eletroportáteis,4,Liquidificador Philco...,"Excelente empresa, produto de ótima qualidade, entrega rápida, somados as minhas experiências com tal empresa posso dizer de concreto que se confirma uma ótima confiabilidade na empresa citada ...Recomendo."
Beleza e Perfumaria,4,Produto Excelente!! Entrega dentro do prazo.,"O produto é lindo a cor conforme está no anuncio, a potencia é ideal, pois não precisa de muito tempo para secar o cabelo."
TV e Home Theater,5,Muito bom,Tudo perfeito a entrega o produto é perfeito único problema é que eu comprei com desconto de 10% e finalizei a compra mas os 10% não entraram tentei de todo jeito entrar em contato com o pessoal da Americanas ninguém pode me ajudar pois comprei o mês passado e até agora ninguém solucionou meu problema então o desconto de 10% até hoje não recebi para comprar no site a entrega é perfeito o produto maravilhoso mas o call center não resolve nada
Celulares e Smartphones,5,Bom celular,"Muito bom, custo beneficio ótimo! Celular com características acima de seu valor."
Utilidades Domésticas,3,É bom.,"É pequeno, porém pelo preço é mais que justo, a entrega foi muito rápida, estava embalado numa caixa de papelão bem simples."
Celulares e Smartphones,5,Ótimo produto. Recomendo.,Celular maravilhoso superou minhas expectativas. Entrega rápida.
Malas e Acessórios,4,produto de ótimo acabamento e qualidade,Produto de ótimo acabamento e qualidade. Entrega no prazo.
Papelaria,1,Fora da embalagem,"A cartela com os adesivos vieram sem a emabalahem original, jogados dentro de um envelope. Não gostei."
Câmeras e Filmadoras,5,Ótimas baterias.,O telefone panasonic sem fio onde as instalei está funcionando perfeitamente.
Moda,5,Entregue dentro do prazo e de acordo com as especificações. Recomendo.,Entregue dentro do prazo e de acordo com as especificações. Recomendo.
Telefonia Fixa,4,Ótimo produto,"Ótimo produto, recomendo, bateria dura bastante e tem um alcance longo"
Utilidades Domésticas,1,horrivel pessimo produto,nao gostei pessimo acabamento muito fraco  alem de feio
Móveis,1,nao recebi o produto e vcs perguntam se gostei...logistica péssima,pessima logísticaaaaa......sao amadoressssss...aprendam a ser profissionaisss
Games,5,Melhor jogo melhor frete,"Muito bom estão de parabéns, frete foi muito rápido acho que foi uns 3 duas estão de parabéns, muito obrigado"
Celulares e Smartphones,5,Produto 100% Perfeito,"Americanas sempre realizando sonhos de seus consumidores, produto e entrega perfeita. O produto é perfeito ultra fino e de qualidade sem igual."
Utilidades Domésticas,4,Ótimas panelas,Muito boas as panelas e entregue no dia recomendaria
Celulares e Smartphones,1,Não gostei,Comprei um desses nao tem nem um mês e ele trava so desligando que ele volta escutando audio do whats ele apaga custa voltar esquenta muito tanto faz nao carregador ou forra do carregador
TV e Home Theater,3,boa opçao,"um televisão de qualidade muito boa, excelente imagem, a opção Smart muito boa e ainda podendo instalar vários aplicativos, único ponto negativo é o áudio dela, somente 10W de potencia e a qualidade dele não é muito boa mas o produto em si recomendo."
Casa e Construção,5,Adorei,Apertou muito bem os parafusos da minha Ferrari e do meu Lykan Hyper sport banhado a ouro!
Livros,5,Adorei o livro,Excelente trabalho sobre um dos grandes nomes da música brasileira.
TV e Home Theater,4,linda amei,"tv muito boa ,otimo custo beneficio facil de usar amei super recomendo !amo a americanas a entrega sempre antes do prazo nota 1000...."
Celulares e Smartphones,2,"Modelo ok, mas qualidade a desejar","A capinha tem o tamanho exato do aparelho, ela é bem transparente que pra mim é uma qualidade, mas a minha veio com defeito, algumas ranhuras e pequenas bolhas de ar impedem q ela aderi totalmente ao aparelho ficando com uma mancha como se estivesse soada. Vou ter que comprar outra."
Eletroportáteis,4,"Gostei muito do produto devido a sua potência pois, uso várias vezes ao dia.Foi o único que durou 1 ano.","Foi entregue dentro do prazo.Só não gostei pq tive que retirar na loja e ainda pagar 9,99 ""frete""."
Eletroportáteis,3,Produto de excelente qualidade,"Gostei da compra, atendeu as minhas necessidades. O produto é muito bom"
Games,1,Entrega super atrasada,"já passou o prazo de entrega e, até agora, nada. Nenhum contato do vendedor."
Beleza e Perfumaria,5,Ótimo produto,O produto é muito bom; esquenta mesmo. Acho até que deveria vir com aquela luva especial para evitar queimaduras.
Casa e Construção,4,Ótima compra!!,Ótima compra!! Muito prática para guardar e usar!! Adorei!!!
Beleza e Perfumaria,5,produto de qualidade,"O aparelho é bom de excelente qualidade como de minha preferência,mas na verdade ,nada mais é do que um aparador de barba  e não serve como um cortador de cabelo ,decepcionado!!"
Eletroportáteis,2,Produto Razoável,"O tamanho do liquidificador e ótimo mais o copo e de acrílico, muito frágil. Esperava um Liquidificador mais resistente!"
Pet Shop,1,O produto ainda não foi entregue,"Comprei a grade no dia 27/01, e até o momento ainda não recebi o material.  Nao recomendo a Compra!!!!  O site da americanas não ajuda em nada  Nunca mais compro neste site"
Eletrodomésticos,4,Muito bom,"Bom dia, na verdadefaz pouco tempo que estou usando,mas até o momento ssatisfeita."
Esporte e Lazer,1,Falta de comunicação,"Gente, como vocês podem ser tão desorganizados? Já mandei dois e-mails questionando o NAO recebimento do meu produto e não fui respondida aí eu recebo este e-mail para avaliar o produto. Tão de brincadeira né!?"
Câmeras e Filmadoras,1,Não entregaram o produto,Não entregaram o produto Disseram que o endereço estava incorreto mas a própria lojas Americanas já entregou um pedido .
Beleza e Perfumaria,5,Excelente custo benefício,"O produto é tão bom, mas tão bom que resolvi presentear uma amiga! Super prático de usar!"
Áudio,5,lindo,"Chegou hoje, com dois dias de antecedência da data prevista. Lindo igual a foto! E muito bom, recomendo!"
Utilidades Domésticas,5,Ótima,Ótima qualidade de vida..sem comparação entre as duas equipes.
Celulares e Smartphones,1,Ruim,Celular k10 novo veio com péssima qualidade trava toda hora nao e bom para tirar foto. Nao recomendo esse produto e de péssima qualidade....
Informática e Acessórios,1,Produto com defeito e até agora não resolvido,"Mandei 2 e-mails reclamando que o produto nao funciona ,cartucho 92 e ninguém responde e não resolve meu problema."
Eletroportáteis,5,Muito bom o produto,Excelente gostei muito do produto mantém o café sempre quentinho.
Eletroportáteis,4,Gostei do produto,"Correspondeu às expectativas para o preparo de sucos naturais, embora ainda não tenha usado em todas as funções."
Esporte e Lazer,4,Bike Leve,"Estou usando há 15 dias, 10km diários de ciclovia e asfalto. Achei bem leve, para o meu uso esta dando conta, valeu."
Eletroportáteis,5,Produto excelente,"O purificador é muito bom, cumpri o que promete, e a entrega foi no prazo."
Celulares e Smartphones,3,Excelente,O produto realmente entregar o que ele propõem… pq americana não me disponibiliza o cartão americana?
Utilidades Domésticas,5,Muito bom show,E muito bom de boa qualidade estou muito satisfeito
Games,5,Recomendo,Muito bom o produto entrega excelente chegou um dia antes do prazo Sou assinante Prime e recomendo  A vantagem é que eles não entregam suas coisa pra qualquer um excelente equipe parabens
Eletroportáteis,5,Moedor de carne elétrico premium lenoxx,Super indico é perfeito e muito rápido. Quem comprar não  se arrependerá.
Beleza e Perfumaria,5,Gostaria de saber se tem desse produto em loja física???,"Conheço o produto gosto muito dessa fragrância porém não tenho achado e gostaria de saber se nas lojas físicas tem dele ou só pela internet... Se alguém tiver alguma dica sou todo ouvidos, ou melhor todo olhos."
Moda,1,Não consegui trocar o produto,"Não consegui trocar o produto, o parceiro das lojas Americanas na me retornou sobre o pedido de troca do produto por um tamanho maior."
Celulares e Smartphones,3,Achei mediano.,Não vi grande ultilidade ainda. Para quem quer uar o basico até dá. Falta ainda muito para compensar o custo do aparelho.
Celulares e Smartphones,5,Excelente produto,"Recomendo a compra e uso deste produto. Ferramenta tecnológica indispensável para atualizar as informações. Leve, bonito, bom e preço acessível."
Esporte e Lazer,5,recomendo muito.,"recomendo muito. Produto resistente, otimo custo x beneficio com excelente acabamento e desempenho."
TV e Home Theater,5,,"o precioso parceiro """"NOVA DIGITAL''''  entregou o pedido com dois problemas:o primeiro sem a NF(que já foi resolvido) o segundo veio faltando o cabo HDMI que consta do anuncio. será que terei que comprar um cabo,que não é barato. o seu ilustre parceiro está queimando o nome da L.Amer."
TV e Home Theater,1,Raiva,Chegou com atraso e ainda veio com a tela quebrada vieram busca e ate agora nada indignada
Informática,5,Maravilindo notebook,"Levissímo, super estiloso e com ótimas funções. Super recomendo!"
Celulares e Smartphones,5,perfeito,otimo produto ele supreendeu minhas espectativas eu os a indico top de linha o J7 mental
Eletrodomésticos,2,Está dando choque na parte de trás do fogão,"Gostei do produto, mas quando coloquei aso na parte de trás deu choque. Gostaria de saber o pq?"
Eletrodomésticos,4,ótimo produto,Recebi o produto em perfeitas condições de uso e funcionamento. Agradeço o fornecedor pela qualidade e agilidade na entrega.
Eletroportáteis,4,Muito bom!,"Aspirador excelente, leve, achei ótimo e prático o filtro lavável, está sendo muito eficiente para meu uso no dia a dia. Estou muito satisfeita! A entrega foi até antes do prazo, recomendo!"
Informática,1,Não recebi o produto,Comprei o produto no dia 20 de dezembro e até agora nada... Nunca tive problemas com compras na internet até agora...
Utilidades Domésticas,3,Bom,"Não tem um bom acabamento, mas vale o custo benefício"
Informática,3,Lento e travando,"Infelizmente não gostei do produto. Muito demorado para iniciar, lento ao processar arquivos e o Windows manda instalar atualizações a todo momento e trava o computador. Estou muito insatisfeito."
Celulares e Smartphones,3,Comunicação,"É um tédio quando em meio a tanta tecnologia uma empresa funciona como se fosse 10. Não foi possível verificar o produto haja visto, não pude abri-lo devido falha do sistema que cobrou a vista o que deveria ser a prazo."
Instrumentos Musicais,3,Mal embalado e sem caixa,"Apesar de ser bem mal embalado e sem caixa, o produto cumpre o que promete, é um suporte para violão ou guitarra PADRÃO, leve e simples, preço na média."
TV e Home Theater,5,otima,"gostei bastante atendeu minhas expectativas, tudo perfeito e a entrega muito rápida."
Eletroportáteis,5,Excelente compra,"Produto Excelente, prático e fácil de usar. Sem complicações e aos poucos vamos incrementando novas receitas...perfeito...100% recomendada"
"Cama, Mesa e Banho",4,ótimo produto,boa qualidade. comprei na cor branca. bom acabamento.
Utilidades Domésticas,4,Adorei o produto...!,Cumpre o que promete...gostei muito...rende super bem...podia ter comprado antes..
Informática e Acessórios,5,Ótimo,Recomendo o produto com certeza por ser de excelente qualidade
Eletrodomésticos,5,Excelente,"Alem de ser Brastemp, e possivel preparar uma Buça ensopada e das grandes . Eu recomendo."
Celulares e Smartphones,4,Ótimo Produto,Muito boa duração da bateria e desempenho de videos
Câmeras e Filmadoras,4,gostei sim,O produto está de acordo com o que foi encomendado
Informática,4,Ótimo custo benefício,"Computador bem bonito, tela com ótima resolução, super adequado para funções básicas do cotidiano, atende super bem às minhas necessidades. Entrega foi mais rápida do que o prazo dado."
Informática e Acessórios,4,Estouo satisfeito com o produto!,"O produto me atende bem, recebi o que estava esperando e dentro do prazo, estou satisfeito com a compra e recomendaria sim este produto!"
Beleza e Perfumaria,3,Bom,Produto chegou no prazo. Excelente produto. Site confiável
Saúde,5,excelente custo beneficio...,Aparelho top por um preço irrisisorio... muito bom...
Ferramentas e Jardim,4,gostei do produto...,Gostei muito da transformadora Balmer ela satisfaz as minhas necessidades...
Móveis,2,O produto é bom mas não serviu para o que eu preciso por isso gostaria que fosse feito a devolução para que eu possa comprar outro modelo.,Como já disse acima o produto é bom mas  não serviu para o que eu preciso por isso gostaria que fosse feito a retirada do produto para que eu pudesse fazer uma nova compra...Obrigada.
Eletroportáteis,5,Muito bom,"Produto superou as expectativas, de fácil manuseio."
Suplementos e Vitaminas,5,Ótimo,Excelente produto. Usando há uma semana e gostando bastante.
Brinquedos,1,Queria um contato de vcs,Oi Boa noite estou tentando entrar em contato com vcs e ninguem responde ... ligo pra loja não chama o zap ninguem fala nada ......
Decoração,1,até o momento não recebi o produto,até o momento não recebi o produto e para a minha surpresa vocês ainda me pedem pra avaliar? é muita palhaçada
Informática,1,"Não recebi o produto até o presente momento,","Não recebi o produto até o presente momento, Nunca havia visto tamanha falta de compromisso com entrega de produtos."
Informática e Acessórios,4,Entrega Rapida,"Entrega realizada muito antes do previsto. O produto é satisfatório, o que se espera de um monitor nessa faixa de preço. Mesmo assim é um ótimo custo beneficio."
Automotivo,5,Carrinho de Rolimã,"Nossa, nunca imaginei que depois de montar esse super ultra motor no carrinho de rolimã do meu filho ele nunca mais iria perder uma corrina nas ruas aqui de casa. Obrigado, ótimo custo beneficial ..."
Informática,3,Ótima relação de custo benefício,"Os arremates são perfeitos e sem rebarbas. Na cor branco perolado, ele fica com aspecto premium. A tela tem proporção áurea (16:10), que é ótima pra consumir filmes e videoaulas em alta definição.  O hardware é modesto, mas cumpre perfeitamente com as atividades do dia-a-dia. Foi um ótimo investimento pra mim, que leio muitos e-books e assisto muitas videoaulas.  O único empecilho são os parcos 8gb de memória interna, mas que dá driblar usando um cartão de memória. Estou satisfeito com a compra. Recomendo."
TV e Home Theater,1,Deu problema com menos de 3 meses,"Não tive sorte com a minha tv, com 3 meses apareceu uma listra na tela, 5 dias depois desapareceu , agora com 1 ano e 10 dias deu problema de novo as listras voltaram e auando eu levei pra autorizada a mesma disse qie não valia a pena reparar pois o problema era na telA e que a tela quase o preço da tv, disseram fambém que essa tv da muito problema na tela. Resumindo gastei quase 6 mil e não aproveitei nem um ano direito. Liguei pra sony eles disseram que nao tinha o qie fazer, procurei na internet e o descontentamento é grande."
Celulares e Smartphones,4,Recomendo!,"Produto muito bom. Valor justo, supriu a necessidade do meu Pai de um telefone! Ele está super contente!"
Celulares e Smartphones,5,Show muito top!,Tudo que se espera de um smartphone com um ótimo custo-benefício! Muito satisfeito!
Eletrodomésticos,5,Maravilhoso,"nós amamos o produto! Foi sem dúvidas, uma excelente escolha. Precisávamos muito pois nosso congelador (da geladeira) sempre ficava congestionado devido a grande demanda de coisas que precisamos colocar, então queríamos um freezer. Começamos a pesquisar e este demonstrou melhor custo e benefício. Já estamos com o produto por um mês e até agora não temos do que reclamar (que continue assim!)."
Celulares e Smartphones,4,Excelente produto,Smartphone  estiloso e de excelente  qualidade!! Comprei dois e recebi um.e o outro veio após  com.atraso. contudo a loja americanas foram eficientes na entrdga. Rscomendo!!!!
Eletroportáteis,1,péssimo produto!,"meu produto está com vazamento,ligo na central para resolver ninguem atende!!"
Moda,4,Gostei muito do produto!,"a esposa adorou, pelo preço sim vale a pena, ela achou confortavel"
Brinquedos,3,bonito,Tanto os baldinhos como a trem serão para festa do meu netinho farão parte da decoração. Valeu Americanas
Linha Industrial,5,O produto é simplesmente fantástico!,"Prezados senhores,                Sinceramente eu não tenho o que falar do produto, eu efetuei a compra do mesmo, mas infelizmente a FOODSHOP cancelou o meu pedido sem o meu consentimento e a compra não chegou a ser bem sucedida por causa disso, acredito que tenha sido um grande mal entendido, espero que isso não aconteça com outros clientes, vou esperar o estorno para eu decidir o que vou fazer.                                                                                                             atenciosamente,"
"Cama, Mesa e Banho",4,Muito bom,"Conjunto completo, muito bonito pessoalmente! Vale a pena a compra!"
Móveis,5,Muito Bonito,"Excelente escrivaninha, fácil montagem. Ideal para cantos de parede."
Beleza e Perfumaria,5,Máquina whal home basic,"Eu gostei muito do produto,vale apena comprar. Meu produto chegou logo e fiquei muito satisfeita!"
Utilidades Domésticas,5,Gostei muito do produto .,Entrega super rápida .   Parabéns pela agilidade na entrega e qualidade no produto .
Games,1,nao é o que ta na foto,"comprei o produto achando que era o da foto, por que esse é o original. mas quando chegou não e esse e não e o original do xbox 360."
Celulares e Smartphones,5,Celular,"ótima compra, estou satisfeita com o produto, não tenho do que reclamar"
